Year,indicator,description,hdi group,SDG Push No,JETSDG9,Base
2073,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.8
2074,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.82
2075,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.84
2076,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.86
2077,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.88
2078,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.9
2079,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.91
2080,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.93
2081,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.94
2082,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.95
2083,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.97
2084,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.98
2085,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.99
2086,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,98
2087,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,98.01
2088,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,98.03
2089,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,98.04
2090,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,98.05
2091,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,98.06
2092,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,98.07
2093,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,98.08
2094,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,98.09
2095,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,98.1
2096,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,98.11
2097,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,98.13
2098,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,98.14
2099,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,98.17
2100,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,98.19
2019,WatSafImpNumb,Improved water access (number of people),HDI High,2830,2830,2830
2020,WatSafImpNumb,Improved water access (number of people),HDI High,2854,2854,2854
2021,WatSafImpNumb,Improved water access (number of people),HDI High,2874,2874,2874
2022,WatSafImpNumb,Improved water access (number of people),HDI High,2893,2893,2893
2023,WatSafImpNumb,Improved water access (number of people),HDI High,2912,2912,2912
2024,WatSafImpNumb,Improved water access (number of people),HDI High,2927,2930,2927
2025,WatSafImpNumb,Improved water access (number of people),HDI High,2945,2949,2942
2026,WatSafImpNumb,Improved water access (number of people),HDI High,2963,2968,2957
2027,WatSafImpNumb,Improved water access (number of people),HDI High,2982,2988,2971
2028,WatSafImpNumb,Improved water access (number of people),HDI High,3001,3007,2984
2029,WatSafImpNumb,Improved water access (number of people),HDI High,3019,3026,2996
2030,WatSafImpNumb,Improved water access (number of people),HDI High,3038,3044,3008
2031,WatSafImpNumb,Improved water access (number of people),HDI High,3055,3061,3019
2032,WatSafImpNumb,Improved water access (number of people),HDI High,3071,3077,3029
2033,WatSafImpNumb,Improved water access (number of people),HDI High,3086,3091,3038
2034,WatSafImpNumb,Improved water access (number of people),HDI High,3099,3103,3047
2035,WatSafImpNumb,Improved water access (number of people),HDI High,3111,3114,3055
2036,WatSafImpNumb,Improved water access (number of people),HDI High,3121,3123,3062
2037,WatSafImpNumb,Improved water access (number of people),HDI High,3129,3131,3068
2038,WatSafImpNumb,Improved water access (number of people),HDI High,3136,3137,3073
2039,WatSafImpNumb,Improved water access (number of people),HDI High,3141,3142,3078
2040,WatSafImpNumb,Improved water access (number of people),HDI High,3146,3145,3082
2041,WatSafImpNumb,Improved water access (number of people),HDI High,3148,3148,3086
2042,WatSafImpNumb,Improved water access (number of people),HDI High,3150,3149,3089
2043,WatSafImpNumb,Improved water access (number of people),HDI High,3151,3150,3091
2044,WatSafImpNumb,Improved water access (number of people),HDI High,3151,3150,3092
2045,WatSafImpNumb,Improved water access (number of people),HDI High,3150,3148,3092
2046,WatSafImpNumb,Improved water access (number of people),HDI High,3148,3146,3092
2047,WatSafImpNumb,Improved water access (number of people),HDI High,3145,3144,3090
2048,WatSafImpNumb,Improved water access (number of people),HDI High,3141,3140,3088
2049,WatSafImpNumb,Improved water access (number of people),HDI High,3136,3135,3084
2050,WatSafImpNumb,Improved water access (number of people),HDI High,3131,3130,3080
2051,WatSafImpNumb,Improved water access (number of people),HDI High,3125,3124,3075
2052,WatSafImpNumb,Improved water access (number of people),HDI High,3118,3117,3069
2053,WatSafImpNumb,Improved water access (number of people),HDI High,3110,3109,3062
2054,WatSafImpNumb,Improved water access (number of people),HDI High,3102,3101,3054
2055,WatSafImpNumb,Improved water access (number of people),HDI High,3093,3092,3046
2056,WatSafImpNumb,Improved water access (number of people),HDI High,3083,3083,3037
2057,WatSafImpNumb,Improved water access (number of people),HDI High,3073,3072,3027
2058,WatSafImpNumb,Improved water access (number of people),HDI High,3063,3062,3017
2059,WatSafImpNumb,Improved water access (number of people),HDI High,3052,3051,3007
2060,WatSafImpNumb,Improved water access (number of people),HDI High,3040,3039,2996
2061,WatSafImpNumb,Improved water access (number of people),HDI High,3029,3028,2985
2062,WatSafImpNumb,Improved water access (number of people),HDI High,3016,3015,2974
2063,WatSafImpNumb,Improved water access (number of people),HDI High,3004,3003,2962
2064,WatSafImpNumb,Improved water access (number of people),HDI High,2991,2990,2950
2065,WatSafImpNumb,Improved water access (number of people),HDI High,2979,2977,2938
2066,WatSafImpNumb,Improved water access (number of people),HDI High,2965,2964,2925
2067,WatSafImpNumb,Improved water access (number of people),HDI High,2952,2950,2913
2068,WatSafImpNumb,Improved water access (number of people),HDI High,2938,2937,2900
2069,WatSafImpNumb,Improved water access (number of people),HDI High,2924,2923,2887
2070,WatSafImpNumb,Improved water access (number of people),HDI High,2910,2909,2874
2071,WatSafImpNumb,Improved water access (number of people),HDI High,2896,2895,2861
2072,WatSafImpNumb,Improved water access (number of people),HDI High,2882,2880,2847
2073,WatSafImpNumb,Improved water access (number of people),HDI High,2868,2866,2833
2074,WatSafImpNumb,Improved water access (number of people),HDI High,2853,2851,2820
2075,WatSafImpNumb,Improved water access (number of people),HDI High,2838,2836,2806
2076,WatSafImpNumb,Improved water access (number of people),HDI High,2824,2822,2791
2077,WatSafImpNumb,Improved water access (number of people),HDI High,2809,2807,2777
2078,WatSafImpNumb,Improved water access (number of people),HDI High,2794,2791,2763
2079,WatSafImpNumb,Improved water access (number of people),HDI High,2778,2776,2748
2080,WatSafImpNumb,Improved water access (number of people),HDI High,2763,2761,2733
2081,WatSafImpNumb,Improved water access (number of people),HDI High,2747,2745,2718
2082,WatSafImpNumb,Improved water access (number of people),HDI High,2732,2729,2703
2083,WatSafImpNumb,Improved water access (number of people),HDI High,2716,2713,2688
2084,WatSafImpNumb,Improved water access (number of people),HDI High,2700,2697,2672
2085,WatSafImpNumb,Improved water access (number of people),HDI High,2684,2681,2657
2086,WatSafImpNumb,Improved water access (number of people),HDI High,2668,2665,2641
2087,WatSafImpNumb,Improved water access (number of people),HDI High,2652,2649,2626
2088,WatSafImpNumb,Improved water access (number of people),HDI High,2636,2633,2610
2089,WatSafImpNumb,Improved water access (number of people),HDI High,2619,2616,2595
2090,WatSafImpNumb,Improved water access (number of people),HDI High,2603,2600,2579
2091,WatSafImpNumb,Improved water access (number of people),HDI High,2587,2584,2564
2092,WatSafImpNumb,Improved water access (number of people),HDI High,2571,2568,2549
2093,WatSafImpNumb,Improved water access (number of people),HDI High,2555,2551,2533
2094,WatSafImpNumb,Improved water access (number of people),HDI High,2539,2535,2518
2095,WatSafImpNumb,Improved water access (number of people),HDI High,2523,2519,2503
2096,WatSafImpNumb,Improved water access (number of people),HDI High,2507,2503,2487
2097,WatSafImpNumb,Improved water access (number of people),HDI High,2490,2487,2472
2098,WatSafImpNumb,Improved water access (number of people),HDI High,2474,2470,2456
2099,WatSafImpNumb,Improved water access (number of people),HDI High,2458,2454,2441
2100,WatSafImpNumb,Improved water access (number of people),HDI High,2442,2438,2425
2019,Water%Improved,Improved water access (percent) ,HDI High,95.81,95.81,95.81
2020,Water%Improved,Improved water access (percent) ,HDI High,96,96,96
2021,Water%Improved,Improved water access (percent) ,HDI High,96.12,96.12,96.12
2022,Water%Improved,Improved water access (percent) ,HDI High,96.27,96.27,96.27
2023,Water%Improved,Improved water access (percent) ,HDI High,96.43,96.43,96.43
2024,Water%Improved,Improved water access (percent) ,HDI High,96.52,96.6,96.52
2025,Water%Improved,Improved water access (percent) ,HDI High,96.69,96.82,96.61
2026,Water%Improved,Improved water access (percent) ,HDI High,96.91,97.07,96.7
2027,Water%Improved,Improved water access (percent) ,HDI High,97.15,97.35,96.79
2028,Water%Improved,Improved water access (percent) ,HDI High,97.42,97.65,96.88
2029,Water%Improved,Improved water access (percent) ,HDI High,97.7,97.95,96.96
2030,Water%Improved,Improved water access (percent) ,HDI High,98,98.25,97.04
2031,Water%Improved,Improved water access (percent) ,HDI High,98.3,98.54,97.12
2032,Water%Improved,Improved water access (percent) ,HDI High,98.58,98.8,97.2
2033,Water%Improved,Improved water access (percent) ,HDI High,98.84,99.04,97.28
2034,Water%Improved,Improved water access (percent) ,HDI High,99.07,99.24,97.35
2035,Water%Improved,Improved water access (percent) ,HDI High,99.26,99.41,97.42
2036,Water%Improved,Improved water access (percent) ,HDI High,99.43,99.55,97.48
2037,Water%Improved,Improved water access (percent) ,HDI High,99.57,99.66,97.54
2038,Water%Improved,Improved water access (percent) ,HDI High,99.67,99.75,97.6
2039,Water%Improved,Improved water access (percent) ,HDI High,99.76,99.81,97.66
2040,Water%Improved,Improved water access (percent) ,HDI High,99.82,99.87,97.72
2041,Water%Improved,Improved water access (percent) ,HDI High,99.87,99.9,97.77
2042,Water%Improved,Improved water access (percent) ,HDI High,99.91,99.93,97.83
2043,Water%Improved,Improved water access (percent) ,HDI High,99.94,99.95,97.88
2044,Water%Improved,Improved water access (percent) ,HDI High,99.96,99.97,97.93
2045,Water%Improved,Improved water access (percent) ,HDI High,99.97,99.98,97.98
2046,Water%Improved,Improved water access (percent) ,HDI High,99.98,99.99,98.03
2047,Water%Improved,Improved water access (percent) ,HDI High,99.99,99.99,98.08
2048,Water%Improved,Improved water access (percent) ,HDI High,99.99,99.99,98.12
2049,Water%Improved,Improved water access (percent) ,HDI High,99.99,100,98.17
2050,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.21
2051,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.24
2052,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.28
2053,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.32
2054,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.35
2055,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.39
2056,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.42
2057,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.45
2058,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.48
2059,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.52
2060,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.55
2061,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.58
2062,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.61
2063,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.64
2064,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.66
2065,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.69
2066,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.72
2067,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.74
2068,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.77
2069,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.8
2070,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.82
2071,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.84
2072,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.86
2073,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.89
2074,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.91
2075,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.93
2076,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.94
2077,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.96
2078,Water%Improved,Improved water access (percent) ,HDI High,100,100,98.98
2079,Water%Improved,Improved water access (percent) ,HDI High,100,100,99
2080,Water%Improved,Improved water access (percent) ,HDI High,100,100,99.01
2081,Water%Improved,Improved water access (percent) ,HDI High,100,100,99.03
2082,Water%Improved,Improved water access (percent) ,HDI High,100,100,99.05
2083,Water%Improved,Improved water access (percent) ,HDI High,100,100,99.06
2084,Water%Improved,Improved water access (percent) ,HDI High,100,100,99.07
2085,Water%Improved,Improved water access (percent) ,HDI High,100,100,99.09
2086,Water%Improved,Improved water access (percent) ,HDI High,100,100,99.1
2087,Water%Improved,Improved water access (percent) ,HDI High,100,100,99.12
2088,Water%Improved,Improved water access (percent) ,HDI High,100,100,99.13
2089,Water%Improved,Improved water access (percent) ,HDI High,100,100,99.14
2090,Water%Improved,Improved water access (percent) ,HDI High,100,100,99.16
2091,Water%Improved,Improved water access (percent) ,HDI High,100,100,99.17
2092,Water%Improved,Improved water access (percent) ,HDI High,100,100,99.18
2093,Water%Improved,Improved water access (percent) ,HDI High,100,100,99.19
2094,Water%Improved,Improved water access (percent) ,HDI High,100,100,99.21
2095,Water%Improved,Improved water access (percent) ,HDI High,100,100,99.22
2096,Water%Improved,Improved water access (percent) ,HDI High,100,100,99.23
2097,Water%Improved,Improved water access (percent) ,HDI High,100,100,99.24
2098,Water%Improved,Improved water access (percent) ,HDI High,100,100,99.24
2099,Water%Improved,Improved water access (percent) ,HDI High,100,100,99.25
2100,Water%Improved,Improved water access (percent) ,HDI High,100,100,99.26
2019,MALNCHIL,Malnourished children under 5 (number of children),HDI High,13.88,13.88,13.88
2020,MALNCHIL,Malnourished children under 5 (number of children),HDI High,13.7,13.7,13.7
2021,MALNCHIL,Malnourished children under 5 (number of children),HDI High,13.37,13.37,13.37
2022,MALNCHIL,Malnourished children under 5 (number of children),HDI High,12.84,12.84,12.84
2023,MALNCHIL,Malnourished children under 5 (number of children),HDI High,12.38,12.38,12.38
2024,MALNCHIL,Malnourished children under 5 (number of children),HDI High,12,11.98,12
2025,MALNCHIL,Malnourished children under 5 (number of children),HDI High,11.58,11.47,11.6
2026,MALNCHIL,Malnourished children under 5 (number of children),HDI High,11.11,11.04,11.23
2027,MALNCHIL,Malnourished children under 5 (number of children),HDI High,10.73,10.65,10.91
2028,MALNCHIL,Malnourished children under 5 (number of children),HDI High,10.37,10.27,10.61
2029,MALNCHIL,Malnourished children under 5 (number of children),HDI High,10.02,9.90658,10.33
2030,MALNCHIL,Malnourished children under 5 (number of children),HDI High,9.68692,9.54765,10.06
2031,MALNCHIL,Malnourished children under 5 (number of children),HDI High,9.356,9.20624,9.80424
2032,MALNCHIL,Malnourished children under 5 (number of children),HDI High,9.02891,8.87792,9.56083
2033,MALNCHIL,Malnourished children under 5 (number of children),HDI High,8.72741,8.57379,9.33131
2034,MALNCHIL,Malnourished children under 5 (number of children),HDI High,8.43823,8.28983,9.11748
2035,MALNCHIL,Malnourished children under 5 (number of children),HDI High,8.17479,8.03397,8.91497
2036,MALNCHIL,Malnourished children under 5 (number of children),HDI High,7.93701,7.80791,8.72301
2037,MALNCHIL,Malnourished children under 5 (number of children),HDI High,7.72034,7.61757,8.53757
2038,MALNCHIL,Malnourished children under 5 (number of children),HDI High,7.52995,7.44431,8.35549
2039,MALNCHIL,Malnourished children under 5 (number of children),HDI High,7.35951,7.27495,8.18103
2040,MALNCHIL,Malnourished children under 5 (number of children),HDI High,7.19535,7.10619,8.01318
2041,MALNCHIL,Malnourished children under 5 (number of children),HDI High,7.03459,6.95501,7.85077
2042,MALNCHIL,Malnourished children under 5 (number of children),HDI High,6.8809,6.80203,7.69234
2043,MALNCHIL,Malnourished children under 5 (number of children),HDI High,6.72565,6.64915,7.53735
2044,MALNCHIL,Malnourished children under 5 (number of children),HDI High,6.57137,6.50458,7.3821
2045,MALNCHIL,Malnourished children under 5 (number of children),HDI High,6.42702,6.37057,7.22414
2046,MALNCHIL,Malnourished children under 5 (number of children),HDI High,6.29205,6.24587,7.0646
2047,MALNCHIL,Malnourished children under 5 (number of children),HDI High,6.16487,6.12877,6.9032
2048,MALNCHIL,Malnourished children under 5 (number of children),HDI High,6.04601,6.0187,6.73992
2049,MALNCHIL,Malnourished children under 5 (number of children),HDI High,5.93475,5.90796,6.57561
2050,MALNCHIL,Malnourished children under 5 (number of children),HDI High,5.82205,5.79514,6.41118
2051,MALNCHIL,Malnourished children under 5 (number of children),HDI High,5.70763,5.67999,6.24562
2052,MALNCHIL,Malnourished children under 5 (number of children),HDI High,5.59224,5.56351,6.08153
2053,MALNCHIL,Malnourished children under 5 (number of children),HDI High,5.47638,5.4468,5.91872
2054,MALNCHIL,Malnourished children under 5 (number of children),HDI High,5.36101,5.33051,5.76063
2055,MALNCHIL,Malnourished children under 5 (number of children),HDI High,5.24705,5.21552,5.60925
2056,MALNCHIL,Malnourished children under 5 (number of children),HDI High,5.13455,5.10428,5.46728
2057,MALNCHIL,Malnourished children under 5 (number of children),HDI High,5.0263,4.99397,5.33487
2058,MALNCHIL,Malnourished children under 5 (number of children),HDI High,4.91906,4.88684,5.21244
2059,MALNCHIL,Malnourished children under 5 (number of children),HDI High,4.8152,4.78262,5.09822
2060,MALNCHIL,Malnourished children under 5 (number of children),HDI High,4.71386,4.68136,4.98933
2061,MALNCHIL,Malnourished children under 5 (number of children),HDI High,4.61621,4.58368,4.88452
2062,MALNCHIL,Malnourished children under 5 (number of children),HDI High,4.52117,4.48911,4.78297
2063,MALNCHIL,Malnourished children under 5 (number of children),HDI High,4.42925,4.39782,4.68506
2064,MALNCHIL,Malnourished children under 5 (number of children),HDI High,4.34048,4.31058,4.59065
2065,MALNCHIL,Malnourished children under 5 (number of children),HDI High,4.25547,4.22746,4.49913
2066,MALNCHIL,Malnourished children under 5 (number of children),HDI High,4.17337,4.14746,4.41084
2067,MALNCHIL,Malnourished children under 5 (number of children),HDI High,4.09466,4.07023,4.32453
2068,MALNCHIL,Malnourished children under 5 (number of children),HDI High,4.01797,3.99595,4.24157
2069,MALNCHIL,Malnourished children under 5 (number of children),HDI High,3.94567,3.92725,4.15979
2070,MALNCHIL,Malnourished children under 5 (number of children),HDI High,3.88002,3.86359,4.08136
2071,MALNCHIL,Malnourished children under 5 (number of children),HDI High,3.81429,3.79982,4.00721
2072,MALNCHIL,Malnourished children under 5 (number of children),HDI High,3.75199,3.73878,3.93374
2073,MALNCHIL,Malnourished children under 5 (number of children),HDI High,3.68845,3.67812,3.86152
2074,MALNCHIL,Malnourished children under 5 (number of children),HDI High,3.62666,3.61836,3.79015
2075,MALNCHIL,Malnourished children under 5 (number of children),HDI High,3.56573,3.55943,3.71919
2076,MALNCHIL,Malnourished children under 5 (number of children),HDI High,3.50607,3.50289,3.64928
2077,MALNCHIL,Malnourished children under 5 (number of children),HDI High,3.44771,3.44639,3.5799
2078,MALNCHIL,Malnourished children under 5 (number of children),HDI High,3.39162,3.39108,3.51137
2079,MALNCHIL,Malnourished children under 5 (number of children),HDI High,3.33448,3.33586,3.44414
2080,MALNCHIL,Malnourished children under 5 (number of children),HDI High,3.28042,3.28225,3.37709
2081,MALNCHIL,Malnourished children under 5 (number of children),HDI High,3.22604,3.22776,3.3112
2082,MALNCHIL,Malnourished children under 5 (number of children),HDI High,3.17264,3.17609,3.24674
2083,MALNCHIL,Malnourished children under 5 (number of children),HDI High,3.11952,3.12432,3.18412
2084,MALNCHIL,Malnourished children under 5 (number of children),HDI High,3.06914,3.07388,3.12457
2085,MALNCHIL,Malnourished children under 5 (number of children),HDI High,3.01854,3.02426,3.06655
2086,MALNCHIL,Malnourished children under 5 (number of children),HDI High,2.97085,2.97668,3.0104
2087,MALNCHIL,Malnourished children under 5 (number of children),HDI High,2.92447,2.92929,2.9561
2088,MALNCHIL,Malnourished children under 5 (number of children),HDI High,2.8788,2.88413,2.90403
2089,MALNCHIL,Malnourished children under 5 (number of children),HDI High,2.83399,2.83979,2.85392
2090,MALNCHIL,Malnourished children under 5 (number of children),HDI High,2.79295,2.79794,2.80661
2091,MALNCHIL,Malnourished children under 5 (number of children),HDI High,2.75314,2.75853,2.76071
2092,MALNCHIL,Malnourished children under 5 (number of children),HDI High,2.71538,2.72085,2.71706
2093,MALNCHIL,Malnourished children under 5 (number of children),HDI High,2.67953,2.68361,2.67495
2094,MALNCHIL,Malnourished children under 5 (number of children),HDI High,2.64418,2.64757,2.63026
2095,MALNCHIL,Malnourished children under 5 (number of children),HDI High,2.61236,2.61715,2.58736
2096,MALNCHIL,Malnourished children under 5 (number of children),HDI High,2.58252,2.58687,2.54603
2097,MALNCHIL,Malnourished children under 5 (number of children),HDI High,2.55286,2.55807,2.50632
2098,MALNCHIL,Malnourished children under 5 (number of children),HDI High,2.52374,2.52935,2.46841
2099,MALNCHIL,Malnourished children under 5 (number of children),HDI High,2.49564,2.50076,2.43102
2100,MALNCHIL,Malnourished children under 5 (number of children),HDI High,2.4668,2.47286,2.39436
2019,MALNCHP,Malnourished children under 5 (percent) ,HDI High,6.44363,6.44363,6.44363
2020,MALNCHP,Malnourished children under 5 (percent) ,HDI High,6.50158,6.50158,6.50158
2021,MALNCHP,Malnourished children under 5 (percent) ,HDI High,6.52143,6.52143,6.52143
2022,MALNCHP,Malnourished children under 5 (percent) ,HDI High,6.45082,6.45082,6.45082
2023,MALNCHP,Malnourished children under 5 (percent) ,HDI High,6.3929,6.3929,6.3929
2024,MALNCHP,Malnourished children under 5 (percent) ,HDI High,6.34629,6.33411,6.34629
2025,MALNCHP,Malnourished children under 5 (percent) ,HDI High,6.23451,6.17719,6.24621
2026,MALNCHP,Malnourished children under 5 (percent) ,HDI High,6.05545,6.01858,6.12311
2027,MALNCHP,Malnourished children under 5 (percent) ,HDI High,5.89425,5.85822,5.99717
2028,MALNCHP,Malnourished children under 5 (percent) ,HDI High,5.73552,5.6987,5.8719
2029,MALNCHP,Malnourished children under 5 (percent) ,HDI High,5.58777,5.54416,5.7536
2030,MALNCHP,Malnourished children under 5 (percent) ,HDI High,5.44455,5.39356,5.63858
2031,MALNCHP,Malnourished children under 5 (percent) ,HDI High,5.30672,5.25249,5.53093
2032,MALNCHP,Malnourished children under 5 (percent) ,HDI High,5.17029,5.11346,5.42865
2033,MALNCHP,Malnourished children under 5 (percent) ,HDI High,5.04253,4.98562,5.32972
2034,MALNCHP,Malnourished children under 5 (percent) ,HDI High,4.91944,4.86086,5.23538
2035,MALNCHP,Malnourished children under 5 (percent) ,HDI High,4.79905,4.74174,5.14092
2036,MALNCHP,Malnourished children under 5 (percent) ,HDI High,4.6849,4.63184,5.04753
2037,MALNCHP,Malnourished children under 5 (percent) ,HDI High,4.57674,4.53677,4.95465
2038,MALNCHP,Malnourished children under 5 (percent) ,HDI High,4.47937,4.44702,4.86322
2039,MALNCHP,Malnourished children under 5 (percent) ,HDI High,4.39079,4.35849,4.77402
2040,MALNCHP,Malnourished children under 5 (percent) ,HDI High,4.30717,4.27169,4.68799
2041,MALNCHP,Malnourished children under 5 (percent) ,HDI High,4.22772,4.19747,4.60591
2042,MALNCHP,Malnourished children under 5 (percent) ,HDI High,4.15575,4.1254,4.52814
2043,MALNCHP,Malnourished children under 5 (percent) ,HDI High,4.08707,4.06041,4.45523
2044,MALNCHP,Malnourished children under 5 (percent) ,HDI High,4.02584,3.99927,4.38666
2045,MALNCHP,Malnourished children under 5 (percent) ,HDI High,3.96861,3.94475,4.32145
2046,MALNCHP,Malnourished children under 5 (percent) ,HDI High,3.91779,3.8968,4.26011
2047,MALNCHP,Malnourished children under 5 (percent) ,HDI High,3.87233,3.8542,4.20202
2048,MALNCHP,Malnourished children under 5 (percent) ,HDI High,3.83225,3.81664,4.14662
2049,MALNCHP,Malnourished children under 5 (percent) ,HDI High,3.79714,3.78162,4.09357
2050,MALNCHP,Malnourished children under 5 (percent) ,HDI High,3.76343,3.74803,4.04249
2051,MALNCHP,Malnourished children under 5 (percent) ,HDI High,3.73038,3.71483,3.99185
2052,MALNCHP,Malnourished children under 5 (percent) ,HDI High,3.69728,3.68147,3.94207
2053,MALNCHP,Malnourished children under 5 (percent) ,HDI High,3.66344,3.6476,3.89201
2054,MALNCHP,Malnourished children under 5 (percent) ,HDI High,3.62871,3.61297,3.84264
2055,MALNCHP,Malnourished children under 5 (percent) ,HDI High,3.59295,3.57722,3.7937
2056,MALNCHP,Malnourished children under 5 (percent) ,HDI High,3.55589,3.54199,3.74501
2057,MALNCHP,Malnourished children under 5 (percent) ,HDI High,3.51932,3.50495,3.69722
2058,MALNCHP,Malnourished children under 5 (percent) ,HDI High,3.48062,3.46701,3.6504
2059,MALNCHP,Malnourished children under 5 (percent) ,HDI High,3.44112,3.42786,3.60442
2060,MALNCHP,Malnourished children under 5 (percent) ,HDI High,3.40011,3.3874,3.55773
2061,MALNCHP,Malnourished children under 5 (percent) ,HDI High,3.3587,3.34637,3.51032
2062,MALNCHP,Malnourished children under 5 (percent) ,HDI High,3.31647,3.30478,3.46234
2063,MALNCHP,Malnourished children under 5 (percent) ,HDI High,3.27411,3.26301,3.41437
2064,MALNCHP,Malnourished children under 5 (percent) ,HDI High,3.23186,3.22187,3.36668
2065,MALNCHP,Malnourished children under 5 (percent) ,HDI High,3.19034,3.18155,3.31899
2066,MALNCHP,Malnourished children under 5 (percent) ,HDI High,3.14918,3.14158,3.27194
2067,MALNCHP,Malnourished children under 5 (percent) ,HDI High,3.10907,3.10204,3.22495
2068,MALNCHP,Malnourished children under 5 (percent) ,HDI High,3.0692,3.06338,3.17935
2069,MALNCHP,Malnourished children under 5 (percent) ,HDI High,3.0317,3.02796,3.13393
2070,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.99864,2.99577,3.09071
2071,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.96522,2.96321,3.05077
2072,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.9345,2.93285,3.01188
2073,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.90308,2.90306,2.97472
2074,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.87347,2.87439,2.93909
2075,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.84495,2.84686,2.90469
2076,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.81794,2.82182,2.87198
2077,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.79247,2.79736,2.84046
2078,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.76925,2.77439,2.81025
2079,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.74547,2.75184,2.78151
2080,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.72434,2.73088,2.75313
2081,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.70298,2.70934,2.72563
2082,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.68231,2.69015,2.699
2083,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.66159,2.67074,2.67334
2084,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.64279,2.65216,2.64946
2085,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.62327,2.63381,2.62588
2086,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.60555,2.61657,2.60275
2087,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.58816,2.59866,2.57991
2088,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.57046,2.58179,2.55762
