Year,indicator,description,hdi group,SDG Push No,JETSDG9,Base
2070,Sanitation%Improved,Improved sanitation access (percent),HDI Low,99.92,99.94,81.16
2071,Sanitation%Improved,Improved sanitation access (percent),HDI Low,99.94,99.95,81.75
2072,Sanitation%Improved,Improved sanitation access (percent),HDI Low,99.95,99.96,82.33
2073,Sanitation%Improved,Improved sanitation access (percent),HDI Low,99.96,99.97,82.9
2074,Sanitation%Improved,Improved sanitation access (percent),HDI Low,99.97,99.98,83.46
2075,Sanitation%Improved,Improved sanitation access (percent),HDI Low,99.98,99.98,84.01
2076,Sanitation%Improved,Improved sanitation access (percent),HDI Low,99.98,99.99,84.55
2077,Sanitation%Improved,Improved sanitation access (percent),HDI Low,99.99,99.99,85.08
2078,Sanitation%Improved,Improved sanitation access (percent),HDI Low,99.99,99.99,85.61
2079,Sanitation%Improved,Improved sanitation access (percent),HDI Low,99.99,100,86.11
2080,Sanitation%Improved,Improved sanitation access (percent),HDI Low,100,100,86.58
2081,Sanitation%Improved,Improved sanitation access (percent),HDI Low,100,100,87.04
2082,Sanitation%Improved,Improved sanitation access (percent),HDI Low,100,100,87.5
2083,Sanitation%Improved,Improved sanitation access (percent),HDI Low,100,100,87.95
2084,Sanitation%Improved,Improved sanitation access (percent),HDI Low,100,100,88.39
2085,Sanitation%Improved,Improved sanitation access (percent),HDI Low,100,100,88.82
2086,Sanitation%Improved,Improved sanitation access (percent),HDI Low,100,100,89.25
2087,Sanitation%Improved,Improved sanitation access (percent),HDI Low,100,100,89.67
2088,Sanitation%Improved,Improved sanitation access (percent),HDI Low,100,100,90.09
2089,Sanitation%Improved,Improved sanitation access (percent),HDI Low,100,100,90.5
2090,Sanitation%Improved,Improved sanitation access (percent),HDI Low,100,100,90.91
2091,Sanitation%Improved,Improved sanitation access (percent),HDI Low,100,100,91.31
2092,Sanitation%Improved,Improved sanitation access (percent),HDI Low,100,100,91.7
2093,Sanitation%Improved,Improved sanitation access (percent),HDI Low,100,100,92.09
2094,Sanitation%Improved,Improved sanitation access (percent),HDI Low,100,100,92.28
2095,Sanitation%Improved,Improved sanitation access (percent),HDI Low,100,100,92.45
2096,Sanitation%Improved,Improved sanitation access (percent),HDI Low,100,100,92.62
2097,Sanitation%Improved,Improved sanitation access (percent),HDI Low,100,100,92.77
2098,Sanitation%Improved,Improved sanitation access (percent),HDI Low,100,100,92.92
2099,Sanitation%Improved,Improved sanitation access (percent),HDI Low,100,100,93.06
2100,Sanitation%Improved,Improved sanitation access (percent),HDI Low,100,100,93.19
2019,WatSafImpNumb,Improved water access (number of people),HDI Low,723.60,723.6,723.6
2020,WatSafImpNumb,Improved water access (number of people),HDI Low,749.4,749.4,749.4
2021,WatSafImpNumb,Improved water access (number of people),HDI Low,775.4,775.4,775.4
2022,WatSafImpNumb,Improved water access (number of people),HDI Low,802.8,802.8,802.8
2023,WatSafImpNumb,Improved water access (number of people),HDI Low,831.1,831.1,831.1
2024,WatSafImpNumb,Improved water access (number of people),HDI Low,859.7,861.9,859.7
2025,WatSafImpNumb,Improved water access (number of people),HDI Low,890.7,894.4,888.5
2026,WatSafImpNumb,Improved water access (number of people),HDI Low,923.3,928.4,917.2
2027,WatSafImpNumb,Improved water access (number of people),HDI Low,957.4,963.6,945.7
2028,WatSafImpNumb,Improved water access (number of people),HDI Low,993,1000,974.2
2029,WatSafImpNumb,Improved water access (number of people),HDI Low,1030,1038,1004
2030,WatSafImpNumb,Improved water access (number of people),HDI Low,1070,1079,1034
2031,WatSafImpNumb,Improved water access (number of people),HDI Low,1111,1121,1064
2032,WatSafImpNumb,Improved water access (number of people),HDI Low,1155,1165,1097
2033,WatSafImpNumb,Improved water access (number of people),HDI Low,1201,1211,1131
2034,WatSafImpNumb,Improved water access (number of people),HDI Low,1248,1258,1165
2035,WatSafImpNumb,Improved water access (number of people),HDI Low,1297,1307,1200
2036,WatSafImpNumb,Improved water access (number of people),HDI Low,1346,1356,1236
2037,WatSafImpNumb,Improved water access (number of people),HDI Low,1396,1405,1273
2038,WatSafImpNumb,Improved water access (number of people),HDI Low,1446,1455,1310
2039,WatSafImpNumb,Improved water access (number of people),HDI Low,1496,1504,1348
2040,WatSafImpNumb,Improved water access (number of people),HDI Low,1546,1553,1386
2041,WatSafImpNumb,Improved water access (number of people),HDI Low,1595,1602,1425
2042,WatSafImpNumb,Improved water access (number of people),HDI Low,1644,1649,1464
2043,WatSafImpNumb,Improved water access (number of people),HDI Low,1691,1696,1504
2044,WatSafImpNumb,Improved water access (number of people),HDI Low,1738,1741,1544
2045,WatSafImpNumb,Improved water access (number of people),HDI Low,1784,1786,1585
2046,WatSafImpNumb,Improved water access (number of people),HDI Low,1828,1829,1626
2047,WatSafImpNumb,Improved water access (number of people),HDI Low,1871,1871,1668
2048,WatSafImpNumb,Improved water access (number of people),HDI Low,1913,1912,1710
2049,WatSafImpNumb,Improved water access (number of people),HDI Low,1954,1951,1752
2050,WatSafImpNumb,Improved water access (number of people),HDI Low,1994,1990,1794
2051,WatSafImpNumb,Improved water access (number of people),HDI Low,2033,2027,1836
2052,WatSafImpNumb,Improved water access (number of people),HDI Low,2070,2064,1877
2053,WatSafImpNumb,Improved water access (number of people),HDI Low,2106,2099,1918
2054,WatSafImpNumb,Improved water access (number of people),HDI Low,2142,2134,1959
2055,WatSafImpNumb,Improved water access (number of people),HDI Low,2176,2167,2000
2056,WatSafImpNumb,Improved water access (number of people),HDI Low,2210,2200,2040
2057,WatSafImpNumb,Improved water access (number of people),HDI Low,2243,2233,2080
2058,WatSafImpNumb,Improved water access (number of people),HDI Low,2275,2264,2119
2059,WatSafImpNumb,Improved water access (number of people),HDI Low,2307,2295,2159
2060,WatSafImpNumb,Improved water access (number of people),HDI Low,2338,2326,2198
2061,WatSafImpNumb,Improved water access (number of people),HDI Low,2368,2356,2237
2062,WatSafImpNumb,Improved water access (number of people),HDI Low,2398,2385,2276
2063,WatSafImpNumb,Improved water access (number of people),HDI Low,2427,2413,2314
2064,WatSafImpNumb,Improved water access (number of people),HDI Low,2456,2441,2353
2065,WatSafImpNumb,Improved water access (number of people),HDI Low,2484,2469,2391
2066,WatSafImpNumb,Improved water access (number of people),HDI Low,2511,2496,2428
2067,WatSafImpNumb,Improved water access (number of people),HDI Low,2538,2522,2465
2068,WatSafImpNumb,Improved water access (number of people),HDI Low,2564,2547,2501
2069,WatSafImpNumb,Improved water access (number of people),HDI Low,2590,2572,2537
2070,WatSafImpNumb,Improved water access (number of people),HDI Low,2615,2597,2572
2071,WatSafImpNumb,Improved water access (number of people),HDI Low,2639,2621,2606
2072,WatSafImpNumb,Improved water access (number of people),HDI Low,2663,2644,2639
2073,WatSafImpNumb,Improved water access (number of people),HDI Low,2686,2666,2672
2074,WatSafImpNumb,Improved water access (number of people),HDI Low,2709,2688,2705
2075,WatSafImpNumb,Improved water access (number of people),HDI Low,2730,2709,2736
2076,WatSafImpNumb,Improved water access (number of people),HDI Low,2751,2729,2768
2077,WatSafImpNumb,Improved water access (number of people),HDI Low,2771,2749,2798
2078,WatSafImpNumb,Improved water access (number of people),HDI Low,2791,2768,2828
2079,WatSafImpNumb,Improved water access (number of people),HDI Low,2810,2786,2857
2080,WatSafImpNumb,Improved water access (number of people),HDI Low,2828,2803,2885
2081,WatSafImpNumb,Improved water access (number of people),HDI Low,2845,2820,2912
2082,WatSafImpNumb,Improved water access (number of people),HDI Low,2862,2836,2938
2083,WatSafImpNumb,Improved water access (number of people),HDI Low,2878,2852,2964
2084,WatSafImpNumb,Improved water access (number of people),HDI Low,2893,2866,2989
2085,WatSafImpNumb,Improved water access (number of people),HDI Low,2908,2880,3014
2086,WatSafImpNumb,Improved water access (number of people),HDI Low,2921,2894,3037
2087,WatSafImpNumb,Improved water access (number of people),HDI Low,2935,2907,3060
2088,WatSafImpNumb,Improved water access (number of people),HDI Low,2947,2919,3082
2089,WatSafImpNumb,Improved water access (number of people),HDI Low,2960,2931,3104
2090,WatSafImpNumb,Improved water access (number of people),HDI Low,2971,2942,3124
2091,WatSafImpNumb,Improved water access (number of people),HDI Low,2982,2953,3144
2092,WatSafImpNumb,Improved water access (number of people),HDI Low,2992,2963,3163
2093,WatSafImpNumb,Improved water access (number of people),HDI Low,3002,2972,3182
2094,WatSafImpNumb,Improved water access (number of people),HDI Low,3011,2981,3199
2095,WatSafImpNumb,Improved water access (number of people),HDI Low,3020,2989,3215
2096,WatSafImpNumb,Improved water access (number of people),HDI Low,3028,2996,3231
2097,WatSafImpNumb,Improved water access (number of people),HDI Low,3035,3003,3246
2098,WatSafImpNumb,Improved water access (number of people),HDI Low,3041,3009,3260
2099,WatSafImpNumb,Improved water access (number of people),HDI Low,3047,3014,3273
2100,WatSafImpNumb,Improved water access (number of people),HDI Low,3052,3019,3286
2019,Water%Improved,Improved water access (percent) ,HDI Low,75.99,75.99,75.99
2020,Water%Improved,Improved water access (percent) ,HDI Low,76.46,76.46,76.46
2021,Water%Improved,Improved water access (percent) ,HDI Low,76.89,76.89,76.89
2022,Water%Improved,Improved water access (percent) ,HDI Low,77.38,77.38,77.38
2023,Water%Improved,Improved water access (percent) ,HDI Low,77.87,77.87,77.87
2024,Water%Improved,Improved water access (percent) ,HDI Low,78.31,78.51,78.31
2025,Water%Improved,Improved water access (percent) ,HDI Low,78.87,79.21,78.68
2026,Water%Improved,Improved water access (percent) ,HDI Low,79.5,79.94,78.98
2027,Water%Improved,Improved water access (percent) ,HDI Low,80.18,80.71,79.2
2028,Water%Improved,Improved water access (percent) ,HDI Low,80.91,81.51,79.38
2029,Water%Improved,Improved water access (percent) ,HDI Low,81.69,82.36,79.57
2030,Water%Improved,Improved water access (percent) ,HDI Low,82.57,83.29,79.77
2031,Water%Improved,Improved water access (percent) ,HDI Low,83.54,84.3,79.99
2032,Water%Improved,Improved water access (percent) ,HDI Low,84.59,85.38,80.28
2033,Water%Improved,Improved water access (percent) ,HDI Low,85.71,86.5,80.63
2034,Water%Improved,Improved water access (percent) ,HDI Low,86.87,87.65,80.99
2035,Water%Improved,Improved water access (percent) ,HDI Low,88.04,88.8,81.34
2036,Water%Improved,Improved water access (percent) ,HDI Low,89.19,89.94,81.71
2037,Water%Improved,Improved water access (percent) ,HDI Low,90.31,91.03,82.08
2038,Water%Improved,Improved water access (percent) ,HDI Low,91.39,92.08,82.45
2039,Water%Improved,Improved water access (percent) ,HDI Low,92.41,93.06,82.84
2040,Water%Improved,Improved water access (percent) ,HDI Low,93.36,93.97,83.23
2041,Water%Improved,Improved water access (percent) ,HDI Low,94.24,94.8,83.61
2042,Water%Improved,Improved water access (percent) ,HDI Low,95.04,95.56,83.99
2043,Water%Improved,Improved water access (percent) ,HDI Low,95.77,96.24,84.37
2044,Water%Improved,Improved water access (percent) ,HDI Low,96.42,96.84,84.76
2045,Water%Improved,Improved water access (percent) ,HDI Low,96.99,97.36,85.15
2046,Water%Improved,Improved water access (percent) ,HDI Low,97.49,97.82,85.55
2047,Water%Improved,Improved water access (percent) ,HDI Low,97.93,98.21,85.95
2048,Water%Improved,Improved water access (percent) ,HDI Low,98.3,98.54,86.34
2049,Water%Improved,Improved water access (percent) ,HDI Low,98.62,98.82,86.73
2050,Water%Improved,Improved water access (percent) ,HDI Low,98.88,99.05,87.11
2051,Water%Improved,Improved water access (percent) ,HDI Low,99.1,99.24,87.47
2052,Water%Improved,Improved water access (percent) ,HDI Low,99.29,99.4,87.8
2053,Water%Improved,Improved water access (percent) ,HDI Low,99.43,99.52,88.11
2054,Water%Improved,Improved water access (percent) ,HDI Low,99.55,99.62,88.4
2055,Water%Improved,Improved water access (percent) ,HDI Low,99.65,99.7,88.67
2056,Water%Improved,Improved water access (percent) ,HDI Low,99.72,99.76,88.93
2057,Water%Improved,Improved water access (percent) ,HDI Low,99.77,99.8,89.18
2058,Water%Improved,Improved water access (percent) ,HDI Low,99.82,99.84,89.42
2059,Water%Improved,Improved water access (percent) ,HDI Low,99.85,99.87,89.66
2060,Water%Improved,Improved water access (percent) ,HDI Low,99.88,99.9,89.89
2061,Water%Improved,Improved water access (percent) ,HDI Low,99.9,99.92,90.13
2062,Water%Improved,Improved water access (percent) ,HDI Low,99.92,99.93,90.37
2063,Water%Improved,Improved water access (percent) ,HDI Low,99.94,99.95,90.61
2064,Water%Improved,Improved water access (percent) ,HDI Low,99.95,99.96,90.86
2065,Water%Improved,Improved water access (percent) ,HDI Low,99.96,99.97,91.09
2066,Water%Improved,Improved water access (percent) ,HDI Low,99.97,99.97,91.33
2067,Water%Improved,Improved water access (percent) ,HDI Low,99.97,99.98,91.55
2068,Water%Improved,Improved water access (percent) ,HDI Low,99.98,99.98,91.77
2069,Water%Improved,Improved water access (percent) ,HDI Low,99.98,99.99,91.98
2070,Water%Improved,Improved water access (percent) ,HDI Low,99.99,99.99,92.18
2071,Water%Improved,Improved water access (percent) ,HDI Low,99.99,99.99,92.37
2072,Water%Improved,Improved water access (percent) ,HDI Low,99.99,99.99,92.55
2073,Water%Improved,Improved water access (percent) ,HDI Low,99.99,100,92.73
2074,Water%Improved,Improved water access (percent) ,HDI Low,100,100,92.9
2075,Water%Improved,Improved water access (percent) ,HDI Low,100,100,93.07
2076,Water%Improved,Improved water access (percent) ,HDI Low,100,100,93.24
2077,Water%Improved,Improved water access (percent) ,HDI Low,100,100,93.4
2078,Water%Improved,Improved water access (percent) ,HDI Low,100,100,93.57
2079,Water%Improved,Improved water access (percent) ,HDI Low,100,100,93.71
2080,Water%Improved,Improved water access (percent) ,HDI Low,100,100,93.85
2081,Water%Improved,Improved water access (percent) ,HDI Low,100,100,93.99
2082,Water%Improved,Improved water access (percent) ,HDI Low,100,100,94.12
2083,Water%Improved,Improved water access (percent) ,HDI Low,100,100,94.25
2084,Water%Improved,Improved water access (percent) ,HDI Low,100,100,94.37
2085,Water%Improved,Improved water access (percent) ,HDI Low,100,100,94.49
2086,Water%Improved,Improved water access (percent) ,HDI Low,100,100,94.62
2087,Water%Improved,Improved water access (percent) ,HDI Low,100,100,94.73
2088,Water%Improved,Improved water access (percent) ,HDI Low,100,100,94.84
2089,Water%Improved,Improved water access (percent) ,HDI Low,100,100,94.95
2090,Water%Improved,Improved water access (percent) ,HDI Low,100,100,95.07
2091,Water%Improved,Improved water access (percent) ,HDI Low,100,100,95.18
2092,Water%Improved,Improved water access (percent) ,HDI Low,100,100,95.28
2093,Water%Improved,Improved water access (percent) ,HDI Low,100,100,95.38
2094,Water%Improved,Improved water access (percent) ,HDI Low,100,100,95.48
2095,Water%Improved,Improved water access (percent) ,HDI Low,100,100,95.56
2096,Water%Improved,Improved water access (percent) ,HDI Low,100,100,95.65
2097,Water%Improved,Improved water access (percent) ,HDI Low,100,100,95.74
2098,Water%Improved,Improved water access (percent) ,HDI Low,100,100,95.83
2099,Water%Improved,Improved water access (percent) ,HDI Low,100,100,95.93
2100,Water%Improved,Improved water access (percent) ,HDI Low,100,100,96.03
2019,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,31.93,31.93,31.93
2020,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,32.38,32.38,32.38
2021,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,32.49,32.49,32.49
2022,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,32.6,32.6,32.6
2023,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,32.7,32.7,32.7
2024,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,32.88,32.19,32.88
2025,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,32.67,32.7,33.33
2026,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,32.98,32.69,33.6
2027,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,32.69,32.49,33.59
2028,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,32.22,32.05,33.32
2029,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,31.66,31.49,32.94
2030,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,31.09,30.89,32.57
2031,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,30.54,30.29,32.23
2032,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,29.97,29.66,31.92
2033,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,29.37,28.98,31.6
2034,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,28.77,28.29,31.29
2035,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,28.15,27.6,30.99
2036,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,27.5,26.92,30.66
2037,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,26.81,26.25,30.29
2038,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,26.12,25.56,29.89
2039,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,25.39,24.88,29.45
2040,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,24.7,24.21,28.98
2041,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,23.99,23.53,28.48
2042,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,23.29,22.85,27.93
2043,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,22.59,22.16,27.38
2044,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,21.88,21.46,26.8
2045,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,21.18,20.75,26.2
2046,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,20.49,20.06,25.58
2047,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,19.81,19.39,24.95
2048,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,19.14,18.73,24.31
2049,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,18.48,18.08,23.66
2050,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,17.84,17.44,23.03
2051,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,17.22,16.83,22.4
2052,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,16.61,16.24,21.8
2053,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,16.03,15.68,21.21
2054,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,15.47,15.12,20.63
2055,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,14.94,14.6,20.05
2056,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,14.41,14.06,19.48
2057,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,13.88,13.57,18.92
2058,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,13.4,13.09,18.35
2059,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,12.9,12.62,17.8
2060,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,12.46,12.15,17.25
2061,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,12.02,11.7,16.71
2062,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,11.59,11.27,16.16
2063,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,11.18,10.85,15.6
2064,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,10.73,10.39,15.06
2065,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,10.34,10,14.53
2066,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,9.97565,9.64504,14.02
2067,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,9.61647,9.29859,13.54
2068,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,9.28182,8.97329,13.07
2069,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,8.96413,8.66487,12.59
2070,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,8.70376,8.40193,12.19
2071,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,8.44068,8.15769,11.84
2072,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,8.20277,7.92616,11.48
2073,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,7.96707,7.69386,11.15
2074,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,7.73411,7.45951,10.85
2075,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,7.49914,7.23982,10.55
2076,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,7.28018,7.02461,10.26
2077,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,7.06377,6.81842,9.97686
2078,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,6.85813,6.61929,9.70036
2079,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,6.65801,6.43346,9.43641
2080,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,6.47323,6.25364,9.17934
2081,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,6.29384,6.08337,8.9311
2082,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,6.1261,5.90896,8.68835
2083,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,5.94822,5.75396,8.45772
2084,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,5.79157,5.60131,8.23909
2085,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,5.63401,5.46041,8.02896
2086,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,5.48855,5.3308,7.82793
2087,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,5.35296,5.21161,7.63315
2088,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,5.22939,5.10314,7.44752
2089,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,5.11562,5.00338,7.26696
2090,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,5.01223,4.90924,7.09428
2091,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,4.91627,4.81575,6.92757
2092,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,4.82166,4.72562,6.76698
2093,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,4.73125,4.63592,6.6112
2094,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,4.63505,4.5394,6.45108
2095,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,4.54291,4.44992,6.29547
2096,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,4.45229,4.36064,6.13908
2097,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,4.36379,4.27702,5.9939
2098,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,4.27627,4.19643,5.85186
2099,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,4.19594,4.11769,5.71416
2100,MALNCHIL,Malnourished children under 5 (number of children),HDI Low,4.11693,4.04191,5.58264
2019,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,20.43,20.43,20.43
2020,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,20.4,20.4,20.4
2021,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,20.14,20.14,20.14
2022,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,19.86,19.86,19.86
2023,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,19.54,19.54,19.54
2024,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,19.25,18.84,19.25
2025,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,18.68,18.69,19.06
2026,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,18.42,18.26,18.77
2027,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,17.84,17.74,18.34
2028,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,17.21,17.13,17.8
2029,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,16.57,16.51,17.24
2030,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,15.98,15.92,16.71
2031,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,15.44,15.37,16.24
2032,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,14.93,14.83,15.81
2033,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,14.43,14.29,15.39
2034,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,13.95,13.78,15.01
2035,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,13.49,13.3,14.64
2036,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,13.04,12.83,14.29
2037,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,12.6,12.4,13.93
2038,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,12.17,11.98,13.58
2039,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,11.75,11.59,13.23
2040,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,11.36,11.21,12.88
2041,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,10.97,10.85,12.53
2042,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,10.61,10.5,12.18
2043,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,10.26,10.16,11.84
2044,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,9.91707,9.81505,11.5
2045,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,9.58495,9.48583,11.16
2046,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,9.26605,9.16962,10.82
2047,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,8.9587,8.86826,10.49
2048,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,8.66385,8.58098,10.16
2049,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,8.38078,8.30545,9.84214
2050,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,8.1103,8.03979,9.53293
2051,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,7.85473,7.78636,9.23687
2052,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,7.60799,7.54218,8.95589
2053,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,7.37548,7.31157,8.68813
2054,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,7.15301,7.07941,8.42755
2055,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,6.93943,6.86049,8.17526
2056,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,6.72401,6.63648,7.92993
2057,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,6.50455,6.43765,7.69321
2058,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,6.30611,6.23884,7.46122
2059,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,6.09714,6.04295,7.23675
2060,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,5.91567,5.84755,7.01806
2061,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,5.73353,5.65925,6.80813
2062,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,5.55893,5.47968,6.59939
2063,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,5.39117,5.30755,6.38724
2064,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,5.20281,5.11126,6.1862
2065,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,5.04171,4.95489,5.98891
2066,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,4.89678,4.80979,5.80305
2067,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,4.75102,4.66822,5.62698
2068,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,4.61543,4.53515,5.45715
2069,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,4.48613,4.40816,5.28324
2070,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,4.38342,4.30215,5.14032
2071,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,4.27785,4.20433,5.01879
2072,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,4.18426,4.1139,4.89442
2073,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,4.09351,4.02484,4.78051
2074,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,4.00571,3.93601,4.67968
2075,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,3.91802,3.85512,4.5749
2076,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,3.83856,3.77634,4.47368
2077,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,3.76028,3.70189,4.37592
2078,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,3.68663,3.62995,4.28237
2079,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,3.61448,3.5629,4.19445
