Year,indicator,description,hdi group,SDG Push No,JETSDG9,Base
2076,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.76
2077,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.77
2078,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.77
2079,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.77
2080,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.78
2081,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.78
2082,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.78
2083,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.78
2084,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.79
2085,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.79
2086,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.79
2087,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.79
2088,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.8
2089,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.8
2090,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.8
2091,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.8
2092,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.8
2093,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.81
2094,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.81
2095,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.81
2096,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.81
2097,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.81
2098,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.81
2099,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.82
2100,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.82
2019,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,3,2.5622,2.5622
2020,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,2.56359,2.56359,2.56359
2021,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,2.49777,2.49777,2.49777
2022,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,2.40566,2.40566,2.40566
2023,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,2.33775,2.33775,2.33775
2024,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,2.27392,2.27034,2.27392
2025,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,2.21693,2.20993,2.2204
2026,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,2.16628,2.15897,2.17669
2027,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,2.12231,2.11336,2.13954
2028,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,2.08126,2.07192,2.1064
2029,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,2.04312,2.03276,2.07597
2030,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,2.00541,1.99422,2.0458
2031,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.96893,1.95757,2.01691
2032,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.93411,1.92295,1.98954
2033,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.90171,1.8908,1.96381
2034,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.87192,1.86131,1.94002
2035,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.84529,1.83517,1.91893
2036,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.8214,1.81183,1.90011
2037,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.80007,1.79318,1.88325
2038,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.78301,1.77661,1.86797
2039,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.7676,1.76191,1.85377
2040,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.75367,1.74874,1.84026
2041,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.74093,1.73798,1.82686
2042,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.72988,1.7268,1.81332
2043,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.71841,1.71549,1.79928
2044,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.70655,1.70374,1.78456
2045,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.6941,1.69123,1.76884
2046,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.68082,1.67804,1.75239
2047,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.66655,1.66373,1.7349
2048,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.6512,1.64913,1.71623
2049,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.63544,1.63404,1.69661
2050,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.6195,1.6187,1.67636
2051,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.60374,1.60319,1.6557
2052,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.58823,1.58781,1.63471
2053,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.57294,1.57273,1.61398
2054,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.5579,1.55784,1.59366
2055,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.54317,1.5434,1.57393
2056,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.5292,1.53009,1.55498
2057,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.51658,1.51728,1.53709
2058,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.50456,1.50565,1.52021
2059,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.49374,1.49489,1.50438
2060,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.48389,1.4851,1.48948
2061,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.47497,1.47622,1.47581
2062,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.46675,1.46803,1.46313
2063,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.45917,1.46049,1.45155
2064,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.45227,1.45374,1.4409
2065,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.44604,1.44776,1.43105
2066,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.44023,1.44219,1.42179
2067,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.43501,1.43706,1.41302
2068,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.42995,1.4323,1.4048
2069,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.42513,1.42806,1.39663
2070,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.42114,1.42462,1.38884
2071,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.41648,1.4205,1.38161
2072,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.41253,1.41699,1.37446
2073,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.40778,1.41295,1.36719
2074,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.40285,1.40812,1.35998
2075,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.39774,1.40354,1.35256
2076,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.39271,1.39911,1.34522
2077,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.38756,1.39407,1.33772
2078,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.3823,1.38916,1.33018
2079,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.37684,1.38403,1.32276
2080,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.37143,1.37877,1.31511
2081,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.36563,1.37326,1.30749
2082,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.36028,1.36817,1.30015
2083,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.3549,1.36289,1.2929
2084,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.34989,1.35804,1.28615
2085,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.34506,1.35328,1.27962
2086,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.34064,1.34889,1.27359
2087,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.33647,1.34486,1.26784
2088,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.33296,1.34143,1.26268
2089,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.33018,1.33857,1.2582
2090,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.32821,1.3366,1.2543
2091,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.32665,1.33495,1.25127
2092,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.32533,1.3336,1.2488
2093,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.32441,1.33252,1.24681
2094,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.32356,1.33164,1.24371
2095,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.32285,1.33082,1.24116
2096,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.32235,1.33035,1.2394
2097,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.32188,1.32989,1.23793
2098,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.32145,1.3294,1.23707
2099,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.32083,1.32892,1.23628
2100,MALNCHIL,Malnourished children under 5 (number of children),HDI Very High,1.32019,1.32825,1.23588
2019,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,3,2.80832,2.80832
2020,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.85165,2.85165,2.85165
2021,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.82957,2.82957,2.82957
2022,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.78062,2.78062,2.78062
2023,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.75765,2.75765,2.75765
2024,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.73175,2.72746,2.73175
2025,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.69657,2.68788,2.70078
2026,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.65645,2.64846,2.66921
2027,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.61652,2.60751,2.63766
2028,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.57607,2.56764,2.6064
2029,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.53861,2.5297,2.57751
2030,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.50299,2.49353,2.55019
2031,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.46932,2.45942,2.52497
2032,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.43721,2.42681,2.50122
2033,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.40641,2.39553,2.47837
2034,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.37695,2.36627,2.45639
2035,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.34918,2.33923,2.4352
2036,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.3234,2.31427,2.41524
2037,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.29973,2.2941,2.39632
2038,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.2807,2.27573,2.37856
2039,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.26337,2.25927,2.36184
2040,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.24792,2.24474,2.34612
2041,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.23464,2.23399,2.33133
2042,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.22477,2.22399,2.31765
2043,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.21595,2.21544,2.3049
2044,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.20844,2.20816,2.29302
2045,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.20202,2.20165,2.28161
2046,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.19634,2.19596,2.2711
2047,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.19099,2.19024,2.26104
2048,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.18574,2.18523,2.25117
2049,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.18092,2.18054,2.24167
2050,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.17655,2.17635,2.23261
2051,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.17243,2.17217,2.22345
2052,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.16842,2.16816,2.21387
2053,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.16423,2.16437,2.20431
2054,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.15982,2.16041,2.19471
2055,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.15531,2.15656,2.18517
2056,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.15081,2.15327,2.1755
2057,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.14697,2.14949,2.1659
2058,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.14265,2.1459,2.15613
2059,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.13861,2.14205,2.14619
2060,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.13445,2.13814,2.13585
2061,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.13049,2.13437,2.12563
2062,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.12654,2.13058,2.11544
2063,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.12263,2.12685,2.10558
2064,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.11891,2.12347,2.09594
2065,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.11549,2.12053,2.08662
2066,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.11218,2.11765,2.07765
2067,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.10938,2.11502,2.06901
2068,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.10661,2.11272,2.06097
2069,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.10415,2.11111,2.05294
2070,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.10301,2.11077,2.04555
2071,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.10118,2.10968,2.03927
2072,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.10083,2.10993,2.03354
2073,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.0998,2.10989,2.02815
2074,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.09906,2.10923,2.02348
2075,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.09865,2.10951,2.01909
2076,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.09897,2.11066,2.01544
2077,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.0997,2.11147,2.01218
2078,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.1008,2.11303,2.00941
2079,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.10202,2.11469,2.0073
2080,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.10363,2.11652,2.00524
2081,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.10487,2.11819,2.00348
2082,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.10692,2.12064,2.00232
2083,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.10892,2.12283,2.00133
2084,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.11137,2.12559,2.00101
2085,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.11385,2.12827,2.0008
2086,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.11665,2.13122,2.00103
2087,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.11944,2.13434,2.00128
2088,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.12281,2.13794,2.00194
2089,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.12684,2.14197,2.00316
2090,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.13166,2.14692,2.00474
2091,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.13664,2.15186,2.00716
2092,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.14151,2.1568,2.00994
2093,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.14656,2.16171,2.01297
2094,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.15133,2.16653,2.01377
2095,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.15598,2.17109,2.01505
2096,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.16068,2.17591,2.01729
2097,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.16523,2.18055,2.01972
2098,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.16971,2.185,2.02301
2099,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.17386,2.18941,2.02635
2100,MALNCHP,Malnourished children under 5 (percent) ,HDI Very High,2.17801,2.19353,2.03033
2019,MalnPop,Malnourished population (number of people),HDI Very High,8,7.85154,7.85154
2020,MalnPop,Malnourished population (number of people),HDI Very High,8.96868,8.96868,8.96868
2021,MalnPop,Malnourished population (number of people),HDI Very High,8.07961,8.07962,8.07961
2022,MalnPop,Malnourished population (number of people),HDI Very High,7.32095,7.32095,7.32095
2023,MalnPop,Malnourished population (number of people),HDI Very High,7.11573,7.11573,7.11573
2024,MalnPop,Malnourished population (number of people),HDI Very High,6.80686,6.7493,6.80686
2025,MalnPop,Malnourished population (number of people),HDI Very High,6.32185,6.03921,6.36565
2026,MalnPop,Malnourished population (number of people),HDI Very High,5.69714,5.43086,6.00835
2027,MalnPop,Malnourished population (number of people),HDI Very High,5.13027,4.87656,5.68762
2028,MalnPop,Malnourished population (number of people),HDI Very High,4.59862,4.37002,5.38297
2029,MalnPop,Malnourished population (number of people),HDI Very High,4.1203,3.90737,5.09443
2030,MalnPop,Malnourished population (number of people),HDI Very High,3.6838,3.48599,4.81943
2031,MalnPop,Malnourished population (number of people),HDI Very High,3.29059,3.10614,4.55998
2032,MalnPop,Malnourished population (number of people),HDI Very High,2.93739,2.76409,4.31482
2033,MalnPop,Malnourished population (number of people),HDI Very High,2.62068,2.45911,4.08489
2034,MalnPop,Malnourished population (number of people),HDI Very High,2.33857,2.1899,3.87334
2035,MalnPop,Malnourished population (number of people),HDI Very High,2.08031,1.94581,3.66796
2036,MalnPop,Malnourished population (number of people),HDI Very High,1.84769,1.72652,3.47607
2037,MalnPop,Malnourished population (number of people),HDI Very High,1.63668,1.53438,3.29347
2038,MalnPop,Malnourished population (number of people),HDI Very High,1.45094,1.35841,3.12051
2039,MalnPop,Malnourished population (number of people),HDI Very High,1.27939,1.19595,2.95633
2040,MalnPop,Malnourished population (number of people),HDI Very High,1.12022,1.09031,2.80292
2041,MalnPop,Malnourished population (number of people),HDI Very High,1.01826,0.99003,2.65916
2042,MalnPop,Malnourished population (number of people),HDI Very High,0.92074,0.89132,2.5306
2043,MalnPop,Malnourished population (number of people),HDI Very High,0.82528,0.79437,2.43457
2044,MalnPop,Malnourished population (number of people),HDI Very High,0.7317,0.69936,2.35897
2045,MalnPop,Malnourished population (number of people),HDI Very High,0.64004,0.60549,2.29164
2046,MalnPop,Malnourished population (number of people),HDI Very High,0.54917,0.51241,2.23762
2047,MalnPop,Malnourished population (number of people),HDI Very High,0.4587,0.41893,2.1916
2048,MalnPop,Malnourished population (number of people),HDI Very High,0.40136,0.35751,2.19332
2049,MalnPop,Malnourished population (number of people),HDI Very High,0.39015,0.34427,2.13107
2050,MalnPop,Malnourished population (number of people),HDI Very High,0.37921,0.33168,2.07117
2051,MalnPop,Malnourished population (number of people),HDI Very High,0.36845,0.31938,2.01141
2052,MalnPop,Malnourished population (number of people),HDI Very High,0.35793,0.30779,1.95092
2053,MalnPop,Malnourished population (number of people),HDI Very High,0.34713,0.29689,1.89047
2054,MalnPop,Malnourished population (number of people),HDI Very High,0.33632,0.28647,1.83081
2055,MalnPop,Malnourished population (number of people),HDI Very High,0.32566,0.27658,1.77224
2056,MalnPop,Malnourished population (number of people),HDI Very High,0.31513,0.26722,1.71403
2057,MalnPop,Malnourished population (number of people),HDI Very High,0.30521,0.25726,1.65786
2058,MalnPop,Malnourished population (number of people),HDI Very High,0.29325,0.24755,1.60164
2059,MalnPop,Malnourished population (number of people),HDI Very High,0.28151,0.23733,1.54595
2060,MalnPop,Malnourished population (number of people),HDI Very High,0.27012,0.22733,1.48872
2061,MalnPop,Malnourished population (number of people),HDI Very High,0.25928,0.21786,1.43344
2062,MalnPop,Malnourished population (number of people),HDI Very High,0.2488,0.20881,1.37993
2063,MalnPop,Malnourished population (number of people),HDI Very High,0.23827,0.20021,1.32841
2064,MalnPop,Malnourished population (number of people),HDI Very High,0.22816,0.19227,1.2768
2065,MalnPop,Malnourished population (number of people),HDI Very High,0.21823,0.18507,1.22648
2066,MalnPop,Malnourished population (number of people),HDI Very High,0.20864,0.17761,1.179
2067,MalnPop,Malnourished population (number of people),HDI Very High,0.19955,0.17069,1.1338
2068,MalnPop,Malnourished population (number of people),HDI Very High,0.19064,0.16443,1.09261
2069,MalnPop,Malnourished population (number of people),HDI Very High,0.18241,0.15895,1.05361
2070,MalnPop,Malnourished population (number of people),HDI Very High,0.1749,0.1541,1.01638
2071,MalnPop,Malnourished population (number of people),HDI Very High,0.16763,0.14948,0.98403
2072,MalnPop,Malnourished population (number of people),HDI Very High,0.16142,0.14578,0.95359
2073,MalnPop,Malnourished population (number of people),HDI Very High,0.15519,0.14197,0.92621
2074,MalnPop,Malnourished population (number of people),HDI Very High,0.14948,0.13839,0.90166
2075,MalnPop,Malnourished population (number of people),HDI Very High,0.14431,0.13535,0.87914
2076,MalnPop,Malnourished population (number of people),HDI Very High,0.13989,0.13283,0.85886
2077,MalnPop,Malnourished population (number of people),HDI Very High,0.13612,0.13051,0.8407
2078,MalnPop,Malnourished population (number of people),HDI Very High,0.13291,0.12846,0.82433
2079,MalnPop,Malnourished population (number of people),HDI Very High,0.13002,0.12663,0.81029
2080,MalnPop,Malnourished population (number of people),HDI Very High,0.12744,0.12499,0.79639
2081,MalnPop,Malnourished population (number of people),HDI Very High,0.12492,0.12325,0.78376
2082,MalnPop,Malnourished population (number of people),HDI Very High,0.1227,0.1218,0.77169
2083,MalnPop,Malnourished population (number of people),HDI Very High,0.12111,0.12055,0.7602
2084,MalnPop,Malnourished population (number of people),HDI Very High,0.11968,0.11942,0.74945
2085,MalnPop,Malnourished population (number of people),HDI Very High,0.11832,0.1183,0.73888
2086,MalnPop,Malnourished population (number of people),HDI Very High,0.11706,0.11726,0.72896
2087,MalnPop,Malnourished population (number of people),HDI Very High,0.1158,0.11631,0.71946
2088,MalnPop,Malnourished population (number of people),HDI Very High,0.11477,0.1154,0.71076
2089,MalnPop,Malnourished population (number of people),HDI Very High,0.11372,0.11445,0.70257
2090,MalnPop,Malnourished population (number of people),HDI Very High,0.11283,0.11364,0.69441
2091,MalnPop,Malnourished population (number of people),HDI Very High,0.11202,0.11286,0.68624
2092,MalnPop,Malnourished population (number of people),HDI Very High,0.11134,0.11215,0.67898
2093,MalnPop,Malnourished population (number of people),HDI Very High,0.11084,0.1116,0.67211
2094,MalnPop,Malnourished population (number of people),HDI Very High,0.11032,0.111,0.66172
2095,MalnPop,Malnourished population (number of people),HDI Very High,0.10983,0.1105,0.65193
2096,MalnPop,Malnourished population (number of people),HDI Very High,0.1094,0.11003,0.64407
2097,MalnPop,Malnourished population (number of people),HDI Very High,0.10898,0.10966,0.63739
2098,MalnPop,Malnourished population (number of people),HDI Very High,0.1085,0.1092,0.63261
2099,MalnPop,Malnourished population (number of people),HDI Very High,0.10805,0.10875,0.63064
2100,MalnPop,Malnourished population (number of people),HDI Very High,0.10747,0.1082,0.62978
2019,MALNPOPP,Malnourished population (percent) ,HDI Very High,0,0.4919,0.4919
2020,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.55984,0.55984,0.55984
2021,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.50288,0.50288,0.50288
2022,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.45452,0.45452,0.45452
2023,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.44091,0.44091,0.44091
2024,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.42109,0.41753,0.42109
2025,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.39053,0.37307,0.39324
2026,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.35147,0.33504,0.37066
2027,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.31609,0.30046,0.35044
2028,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.283,0.26893,0.33128
2029,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.25328,0.24019,0.31319
2030,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.22622,0.21407,0.296
2031,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.2019,0.19058,0.27984
2032,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.18008,0.16946,0.26461
2033,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.16056,0.15066,0.25037
2034,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.14319,0.13408,0.23729
2035,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.12732,0.11908,0.22463
2036,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.11304,0.10562,0.21283
2037,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.10011,0.09384,0.20164
2038,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.08874,0.08307,0.19106
2039,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.07825,0.07314,0.18103
2040,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.06853,0.06669,0.17169
2041,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.06231,0.06057,0.16296
2042,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.05636,0.05455,0.15517
2043,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.05055,0.04865,0.14939
2044,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.04485,0.04286,0.14488
2045,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.03927,0.03714,0.14089
2046,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.03373,0.03147,0.13773
2047,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.02821,0.02576,0.13508
2048,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.02472,0.02201,0.13539
2049,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.02407,0.02123,0.13177
2050,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.02343,0.02049,0.12829
2051,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.02281,0.01976,0.12483
2052,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.0222,0.01908,0.12133
2053,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.02157,0.01844,0.11783
2054,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.02095,0.01783,0.11438
2055,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.02033,0.01726,0.11099
2056,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.01972,0.01671,0.10762
2057,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.01915,0.01613,0.10436
